index,id,country,genus,species,lat,lon,date,upper,lower
285,A_L_333x-12,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
286,A_L_333x-13,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
287,A_L_333x-14,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
288,A_L_333x-15,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
289,A_L_333x-16,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
290,A_L_333x-17,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
291,A_L_333x-18,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
292,A_L_333x-2,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
293,A_L_333x-20,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
294,A_L_333x-21,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
295,A_L_333x-25,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
296,A_L_333x-26,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
297,A_L_333x-3,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
298,A_L_333x-4,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
299,A_L_333x-5,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
300,A_L_333x-6,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
301,A_L_333x-9,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
302,A_L_366-1,ethiopia,australopithecus,afarensis,11.13299,40.62022,3.228,3.256,3.2
303,A_L_388-1,ethiopia,australopithecus,afarensis,11.13758,40.62347,3.228,3.256,3.2
304,A_L_400-1,ethiopia,australopithecus,afarensis,11.09388,40.59146,3.36,3.42,3.3
305,A_L_411-1,ethiopia,australopithecus,afarensis,11.09933,40.6074,3.36,3.42,3.3
306,A_L_413-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
307,A_L_417-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.39,3.42,3.36
308,A_L_418-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.338,3.42,3.256
309,A_L_423-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.39,3.42,3.36
310,A_L_427-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
311,A_L_432-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
312,A_L_433-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
313,A_L_436-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.39,3.42,3.36
314,A_L_437-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.08,3.2,2.96
315,A_L_437-2,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.08,3.2,2.96
316,A_L_438-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
317,A_L_438-2,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
318,A_L_438-3,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
319,A_L_438-4,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
320,A_L_439-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.08,3.2,2.96
321,A_L_440-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.08,3.2,2.96
322,A_L_441-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
323,A_L_442-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
324,A_L_443-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.338,3.42,3.256
325,A_L_444-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
326,A_L_444-10,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
327,A_L_444-11,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
328,A_L_444-12,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
329,A_L_444-13,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
330,A_L_444-14,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
331,A_L_444-15,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
332,A_L_444-16,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
333,A_L_444-2,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
334,A_L_444-29,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
335,A_L_444-3,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
336,A_L_444-30,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
337,A_L_444-4,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
338,A_L_444-5,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
339,A_L_444-6,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
340,A_L_444-7,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
341,A_L_444-8,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
342,A_L_444-9,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.0,3.12,2.95
343,A_L_452-18,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.08,3.2,2.96
344,A_L_457-2,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.08,3.2,2.96
345,A_L_462-7,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.08,3.2,2.96
346,A_L_465-5,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.338,3.42,3.256
347,A_L_466-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.36,3.42,3.3
348,A_L_486-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
349,A_L_487-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
350,A_L_545-3,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.2,3.256,3.2
351,A_L_557-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.05,3.2,2.9
352,A_L_58-22,ethiopia,australopithecus,afarensis,11.13686,40.59394,3.228,3.256,3.2
353,A_L_58-22b,ethiopia,australopithecus,afarensis,11.13686,40.59394,3.228,3.256,3.2
354,A_L_582-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
355,A_L_604-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.31,3.42,3.2
356,A_L_620-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
357,A_L_651-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.39,3.42,3.36
358,A_L_655-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.338,3.42,3.256
359,A_L_660-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.39,3.42,3.36
360,A_L_666-1,ethiopia,homo,habilis,11.0912,40.3312,2.3525,2.36,2.33
361,A_L_697-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.39,3.42,3.36
362,A_L_699-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
363,A_L_701-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.188,3.256,3.12
364,A_L_724-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.035,3.12,2.95
365,A_L_724-3,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.035,3.12,2.95
366,A_L_729-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.08,3.2,2.96
367,A_L_762-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
368,A_L_763-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
369,A_L_766-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
370,A_L_769-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.39,3.42,3.36
371,A_L_770-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.338,3.42,3.256
372,A_L_772-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
373,A_L_777-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.39,3.42,3.36
374,A_L_822-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.16,3.2,3.12
375,A_L_827-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.1,3.2,3.1
376,A_L_894-993,ethiopia,indet,indet,11.15444,40.5525,2.3375,2.36,2.33
377,A_L_922-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.01,3.12,2.9
378,A_L_996-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.01,3.12,2.9
379,LD_350-1,ethiopia,homo,indet,11.35104,40.86025,2.775,2.8,2.75
380,Gombore_IB-7594,ethiopia,homo,ergaster,8.70581,38.60133,1.719,1.918,1.52
381,MK_81_GAR_IVE_0043,ethiopia,homo,erectus,8.7065,38.5981,1.719,1.918,1.52
382,ARA-VP-12_130,ethiopia,australopithecus,garhi,10.26033,40.56408,2.473,2.496,2.45
383,BOU-VP-11_1,ethiopia,indet,indet,10.26033,40.56408,2.473,2.496,2.45
384,BOU-VP-12_1,ethiopia,indet,indet,10.26033,40.56408,2.473,2.496,2.45
385,BOU-VP-12_130,ethiopia,australopithecus,garhi,10.26033,40.56408,2.473,2.496,2.45
386,BOU-VP-12_87,ethiopia,indet,indet,10.26033,40.56408,2.473,2.496,2.45
387,BOU-VP-17_1,ethiopia,australopithecus,garhi,10.26033,40.56408,2.473,2.496,2.45
388,BOU-VP-35_1,ethiopia,indet,indet,10.26033,40.56408,2.473,2.496,2.45
389,GAM-VP-1_1,ethiopia,australopithecus,garhi,10.26033,40.56408,2.473,2.496,2.45
390,GAM-VP-1_2,ethiopia,indet,indet,10.26033,40.56408,2.473,2.496,2.45
391,MAT-VP-1_1,ethiopia,indet,indet,10.26033,40.56408,2.473,2.496,2.45
392,MLP-1469,ethiopia,indet,indet,11.58457,40.83744,2.7,2.8,2.6
393,MLP-1549,ethiopia,homo,indet,11.58457,40.83744,2.45,2.5,2.4
394,MLP-1617,ethiopia,indet,indet,11.58457,40.83744,2.7,2.8,2.6
395,MLP-786,ethiopia,indet,indet,11.58457,40.83744,2.7,2.8,2.6
396,F22-1,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.297,2.324,2.27
397,F22-2,ethiopia,indet,indet,5.04094,36.01434,2.297,2.324,2.27
398,F511-16,ethiopia,indet,indet,5.04094,36.01434,1.8015,1.843,1.76
399,L1-1399,ethiopia,indet,indet,5.04094,36.01434,2.97,3.07,2.85
400,L1-292,ethiopia,indet,indet,5.04094,36.01434,2.97,3.07,2.85
401,L1-294,ethiopia,indet,indet,5.04094,36.01434,2.97,3.07,2.85
402,L1-398,ethiopia,indet,indet,5.04094,36.01434,2.97,3.07,2.85
403,L1-468,ethiopia,australopithecus,indet,5.04094,36.01434,2.97,3.07,2.85
404,L1-611,ethiopia,australopithecus,indet,5.04094,36.01434,2.97,3.07,2.85
405,L1-667,ethiopia,australopithecus,indet,5.04094,36.01434,2.97,3.07,2.85
406,L10-21,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.362,2.4,2.324
407,L105-7,ethiopia,indet,indet,5.04094,36.01434,2.11,2.12,2.1
408,L136-72-1,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
409,L136-72-2,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
410,L136-72-3,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
411,L136-9,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
412,L141-72-1,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
413,L141-72-2,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
414,L144-23,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
415,L144-24,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
416,L157-35,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.297,2.324,2.27
417,L18-1799,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
418,L18-18,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
419,L18-1848,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
420,L18-31,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
421,L18-32,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
422,L18-33,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
423,L18-34,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
424,L18-35,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
425,L18-36,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
426,L18-37,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
427,L18-38,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
428,L18-39,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
429,L18-40,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
430,L183-11,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
431,L2-79,ethiopia,australopithecus,indet,5.04094,36.01434,2.97,3.07,2.85
432,L2-89,ethiopia,indet,indet,5.04094,36.01434,2.97,3.07,2.85
433,L2-94,ethiopia,australopithecus,indet,5.04094,36.01434,2.97,3.07,2.85
434,L209-17,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.315,2.4,2.27
435,L209-18,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.315,2.4,2.27
436,L209-30,ethiopia,homo,indet,5.04094,36.01434,2.315,2.4,2.27
437,L238-35,ethiopia,indet,indet,5.04094,36.01434,2.297,2.324,2.27
438,L238X-32,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.362,2.4,2.324
439,L238X-33,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.362,2.4,2.324
440,L238X-34,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.362,2.4,2.324
441,L238X-35,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.362,2.4,2.324
442,L238X-39,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.362,2.4,2.324
443,L238X-40,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.362,2.4,2.324
444,L238X-6,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.362,2.4,2.324
445,L238X-89,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.362,2.4,2.324
446,L26-1g,ethiopia,homo,indet,5.04094,36.01434,2.362,2.4,2.324
447,L26-59,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
448,L28-125,ethiopia,indet,indet,5.04094,36.01434,2.297,2.324,2.27
449,L28-126,ethiopia,homo,indet,5.04094,36.01434,2.297,2.324,2.27
450,L28-19,ethiopia,indet,indet,5.04094,36.01434,2.297,2.324,2.27
451,L28-28x,ethiopia,homo,indet,5.04094,36.01434,2.297,2.324,2.27
452,L28-30,ethiopia,homo,indet,5.04094,36.01434,2.297,2.324,2.27
453,L28-31,ethiopia,indet,indet,5.04094,36.01434,2.297,2.324,2.27
454,L28-58,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.297,2.324,2.27
455,L29-43,ethiopia,indet,indet,5.04094,36.01434,2.11,2.12,2.1
456,L296-1,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.4865,2.53,2.443
457,L327-16,ethiopia,indet,indet,5.04094,36.01434,2.69,2.85,2.53
458,L33-10,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
459,L33-506,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
460,L33-507,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
461,L33-508,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
462,L33-509,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
463,L33-62,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
464,L33-63,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
465,L33-64,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
466,L33-65,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
467,L33-9,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
468,L338X-32,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
469,L338X-33,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
470,L338X-34,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
471,L338X-35,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
472,L338X-39,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
473,L338X-40,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
474,L338X-41,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
475,L338X-42,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
476,L338Y-6,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
477,L338Y-89,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
478,L338Y-9,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
479,L345-11,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
480,L362-14,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
481,L398-120,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.324,2.324,2.324
482,L398-1215,ethiopia,indet,indet,5.04094,36.01434,2.324,2.324,2.324
483,L398-1223,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.324,2.324,2.324
484,L398-14,ethiopia,indet,indet,5.04094,36.01434,2.324,2.324,2.324
485,L398-1699,ethiopia,indet,indet,5.04094,36.01434,2.324,2.324,2.324
486,L398-2230,ethiopia,homo,indet,5.04094,36.01434,2.324,2.324,2.324
487,L398-2282,ethiopia,indet,indet,5.04094,36.01434,2.324,2.324,2.324
488,L398-2608,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.324,2.324,2.324
489,L398-2626,ethiopia,homo,indet,5.04094,36.01434,2.324,2.324,2.324
490,L398-2627,ethiopia,indet,indet,5.04094,36.01434,2.324,2.324,2.324
491,L398-264,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.324,2.324,2.324
492,L398-266,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.324,2.324,2.324
493,L398-573,ethiopia,homo,indet,5.04094,36.01434,2.324,2.324,2.324
494,L398-630,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.324,2.324,2.324
495,L398-847,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.324,2.324,2.324
496,L40-15c,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
497,L40-19,ethiopia,paranthropus,boisei,5.04094,36.01434,2.362,2.4,2.324
498,L420-15,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.277,2.324,2.23
499,L427-7,ethiopia,paranthropus,boisei,5.04094,36.01434,2.12,2.12,2.12
500,L44-1410,ethiopia,indet,indet,5.04094,36.01434,2.11,2.12,2.1
501,L44-2466,ethiopia,indet,indet,5.04094,36.01434,2.11,2.12,2.1
502,L45-2,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
503,L465-111,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.297,2.324,2.27
504,L465-112,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.297,2.324,2.27
505,L465-113,ethiopia,indet,indet,5.04094,36.01434,2.297,2.324,2.27
506,L47-20,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
507,L47-45,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
508,L47-46,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
509,L47-47,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
510,L50-2,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.53,2.53,2.53
511,L50-44,ethiopia,indet,indet,5.04094,36.01434,2.53,2.53,2.53
512,L51-1,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
513,L51-2,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
514,L51-3,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
515,L51-4,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
516,L51-40,ethiopia,australopithecus,africanus,5.04094,36.01434,2.635,2.74,2.53
517,L51-41,ethiopia,australopithecus,africanus,5.04094,36.01434,2.635,2.74,2.53
518,L51-5,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
519,L51-6,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
520,L51-7,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
521,L51-79,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.635,2.74,2.53
522,L51-80,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
523,L54-20,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
524,L55-33,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.635,2.74,2.53
525,L55-34,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
526,L55-57,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
527,L561-1,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
528,L57-4_147,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
529,L57-4_148,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
530,L57-41,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
531,L57-42,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
532,L57-5_123,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
533,L57-5_197,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
534,L57-5_370,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
535,L57-5_371,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
536,L57-5_372,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
537,L57-6_244,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
538,L571-2,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
539,L576-18,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
540,L576-27,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
541,L62-17,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.635,2.74,2.53
542,L626-45,ethiopia,indet,indet,5.04094,36.01434,2.04,2.04,2.04
543,L628-1,ethiopia,paranthropus,boisei,5.04094,36.01434,2.188,2.188,2.188
544,L628-10,ethiopia,homo,indet,5.04094,36.01434,2.188,2.188,2.188
545,L628-2,ethiopia,paranthropus,boisei,5.04094,36.01434,2.188,2.188,2.188
546,L628-224,ethiopia,homo,indet,5.04094,36.01434,2.188,2.188,2.188
547,L628-3,ethiopia,paranthropus,boisei,5.04094,36.01434,2.188,2.188,2.188
548,L628-4,ethiopia,paranthropus,boisei,5.04094,36.01434,2.188,2.188,2.188
549,L628-5,ethiopia,paranthropus,boisei,5.04094,36.01434,2.188,2.188,2.188
550,L628-6,ethiopia,indet,indet,5.04094,36.01434,2.188,2.188,2.188
551,L628-7,ethiopia,indet,indet,5.04094,36.01434,2.188,2.188,2.188
552,L628-8,ethiopia,indet,indet,5.04094,36.01434,2.188,2.188,2.188
553,L628-9,ethiopia,paranthropus,boisei,5.04094,36.01434,2.188,2.188,2.188
554,L64-2,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.4215,2.443,2.4
555,L64-23,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
556,L686-3,ethiopia,indet,indet,5.04094,36.01434,2.21,2.23,2.19
557,L7-279,ethiopia,homo,indet,5.04094,36.01434,2.11,2.12,2.1
558,L704-2,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.4215,2.443,2.4
559,L726-11,ethiopia,paranthropus,boisei,5.04094,36.01434,2.11,2.12,2.1
560,L74-18,ethiopia,indet,indet,5.04094,36.01434,2.145,2.19,2.1
561,L74a-21,ethiopia,paranthropus,boisei,5.04094,36.01434,2.12,2.12,2.12
562,L75-14,ethiopia,indet,indet,5.04094,36.01434,2.065,2.23,1.9
563,L75-s-1317,ethiopia,indet,indet,5.04094,36.01434,2.065,2.23,1.9
564,L75-s-15,ethiopia,indet,indet,5.04094,36.01434,2.065,2.23,1.9
565,L75-s-16,ethiopia,indet,indet,5.04094,36.01434,2.065,2.23,1.9
566,L75-s-875,ethiopia,indet,indet,5.04094,36.01434,2.065,2.23,1.9
567,L754-8,ethiopia,indet,indet,5.04094,36.01434,2.12,2.12,2.12
568,L75i-1255,ethiopia,indet,indet,5.04094,36.01434,2.065,2.23,1.9
569,L76-13,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
570,L76-37,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
571,L76-38,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
572,L76r-11,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
573,L76r-12,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
574,L795-1,ethiopia,indet,indet,5.04094,36.01434,2.795,2.85,2.74
575,L797-1,ethiopia,paranthropus,boisei,5.04094,36.01434,2.11,2.12,2.1
576,L7a-125,ethiopia,paranthropus,boisei,5.04094,36.01434,2.11,2.12,2.1
577,L824-5,ethiopia,indet,indet,5.04094,36.01434,2.4865,2.53,2.443
578,L84-100,ethiopia,indet,indet,5.04094,36.01434,2.69,2.85,2.53
579,L849-1,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
580,L852-15,ethiopia,indet,indet,5.04094,36.01434,2.635,2.74,2.53
581,L860-2,ethiopia,paranthropus,aethiopicus,5.04094,36.01434,2.297,2.324,2.27
582,L880-1,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
583,L880-2,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
584,L894-1,ethiopia,homo,habilis,5.04094,36.01434,1.905,1.91,1.9
585,L9-11,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
586,L9-12,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
587,L9-92,ethiopia,indet,indet,5.04094,36.01434,2.4215,2.443,2.4
588,LP_933-1,ethiopia,indet,indet,5.04094,36.01434,2.362,2.4,2.324
589,LSH-1-17,ethiopia,indet,indet,5.04094,36.01434,2.065,2.23,1.9
590,OMO_1-69-17,ethiopia,homo,habilis,5.04094,36.01434,2.11,2.12,2.1
591,OMO_119-73-2718,ethiopia,australopithecus,indet,5.04094,36.01434,2.4215,2.443,2.4
592,OMO_123-73-5495,ethiopia,homo,indet,5.06944,36.02028,2.297,2.324,2.27
593,OMO_136-72-1,ethiopia,australopithecus,indet,5.04094,36.01434,2.23,2.27,2.19
